local_ts_ms,recv_iso_utc,msg_ts_ms,event_type,side,price,size,best_bid,best_ask,spread,bids_levels,asks_levels
1772368901034,2026-03-01T12:41:41.034+00:00,1772368900971,best_bid_ask,,,,0.25,0.26,0.010000000000000009,,
1772368901034,2026-03-01T12:41:41.034+00:00,1772368900971,best_bid_ask,,,,0.74,0.75,0.010000000000000009,,
