local_ts_ms,recv_iso_utc,msg_ts_ms,event_type,bid_price,bid_qty,ask_price,ask_qty,change,trade_price,trade_size,trade_side,trade_tx_hash
1772368993352,2026-03-01T12:43:13.352+00:00,1772368993335,price_change,0.59,5.0,0.6,357.82,,,,,
1772368993352,2026-03-01T12:43:13.352+00:00,1772368993335,book,0.59,5.0,0.6,357.82,,,,,
1772368993352,2026-03-01T12:43:13.352+00:00,1772368993337,price_change,0.59,5.0,0.6,364.12,,,,,
1772368993373,2026-03-01T12:43:13.373+00:00,1772368993361,last_trade_price,0.59,5.0,0.6,364.12,,0.6,10.0,BUY,0xbca8b8df24d299b08909ac1dfa490e3c637f1d4e8615c3df6cc101ff3ce16551
1772368993540,2026-03-01T12:43:13.540+00:00,1772368993527,best_bid_ask,0.58,592.0,0.6,364.12,bid_change,,,,
1772368993540,2026-03-01T12:43:13.540+00:00,1772368993526,price_change,0.58,592.0,0.6,364.12,,,,,
1772368993540,2026-03-01T12:43:13.540+00:00,1772368993528,price_change,0.58,592.0,0.6,364.12,,,,,
1772368993540,2026-03-01T12:43:13.540+00:00,1772368993529,price_change,0.58,592.0,0.6,364.12,,,,,
1772368993543,2026-03-01T12:43:13.543+00:00,1772368993532,price_change,0.58,592.0,0.6,369.12,,,,,
1772368993567,2026-03-01T12:43:13.567+00:00,1772368993555,price_change,0.58,592.0,0.6,369.12,,,,,
1772368993567,2026-03-01T12:43:13.567+00:00,1772368993556,price_change,0.58,592.0,0.59,40.0,,,,,
1772368993568,2026-03-01T12:43:13.568+00:00,1772368993557,best_bid_ask,0.58,592.0,0.59,40.0,ask_change,,,,
1772368993568,2026-03-01T12:43:13.568+00:00,1772368993557,price_change,0.58,592.0,0.59,40.0,,,,,
1772368993569,2026-03-01T12:43:13.569+00:00,1772368993558,price_change,0.58,592.0,0.59,40.0,,,,,
1772368993569,2026-03-01T12:43:13.569+00:00,1772368993559,price_change,0.58,592.0,0.59,40.0,,,,,
1772368993580,2026-03-01T12:43:13.580+00:00,1772368993567,price_change,0.58,592.0,0.59,40.0,,,,,
1772368993599,2026-03-01T12:43:13.599+00:00,1772368993582,price_change,0.58,592.0,0.59,40.0,,,,,
1772368993599,2026-03-01T12:43:13.599+00:00,1772368993583,price_change,0.58,592.0,0.59,40.0,,,,,
1772368993599,2026-03-01T12:43:13.599+00:00,1772368993584,price_change,0.58,592.0,0.59,40.0,,,,,
1772368993600,2026-03-01T12:43:13.600+00:00,1772368993585,price_change,0.58,592.0,0.59,40.0,,,,,
1772368993626,2026-03-01T12:43:13.626+00:00,1772368993615,price_change,0.58,592.0,0.59,40.0,,,,,
1772368993628,2026-03-01T12:43:13.628+00:00,1772368993616,price_change,0.58,592.0,0.59,45.0,,,,,
1772368993686,2026-03-01T12:43:13.686+00:00,1772368993651,best_bid_ask,0.58,592.0,0.59,45.0,no_change,,,,
1772368993686,2026-03-01T12:43:13.686+00:00,1772368993649,price_change,0.58,592.0,0.59,34.84,,,,,
1772368993686,2026-03-01T12:43:13.686+00:00,1772368993649,book,0.58,592.0,0.59,34.84,,,,,
1772368993686,2026-03-01T12:43:13.686+00:00,1772368993656,price_change,0.58,592.0,0.59,34.84,,,,,
1772368993715,2026-03-01T12:43:13.715+00:00,1772368993680,price_change,0.58,592.0,0.59,34.84,,,,,
1772368993715,2026-03-01T12:43:13.715+00:00,1772368993679,last_trade_price,0.58,592.0,0.59,34.84,,0.59,10.152541,BUY,0x78655723d2327fe7bea392314443c48454abeb0e1bae39663af7784785a4c348
1772368993715,2026-03-01T12:43:13.715+00:00,1772368993685,price_change,0.58,592.0,0.59,34.84,,,,,
1772368993715,2026-03-01T12:43:13.715+00:00,1772368993689,price_change,0.58,592.0,0.59,34.84,,,,,
1772368993715,2026-03-01T12:43:13.715+00:00,1772368993699,price_change,0.58,592.0,0.59,34.84,,,,,
1772368993715,2026-03-01T12:43:13.715+00:00,1772368993702,price_change,0.58,592.0,0.59,34.84,,,,,
