local_ts_ms,recv_iso_utc,msg_ts_ms,event_type,bid_price,bid_qty,ask_price,ask_qty,change,trade_price,trade_size,trade_side,trade_tx_hash
1772368993871,2026-03-01T12:43:13.871+00:00,1772368993839,best_bid_ask,0.58,592.0,0.59,34.84,no_change,,,,
1772368993871,2026-03-01T12:43:13.871+00:00,1772368993838,price_change,0.58,592.0,0.59,23.84,,,,,
1772368993871,2026-03-01T12:43:13.871+00:00,1772368993838,book,0.58,592.0,0.59,23.84,,,,,
1772368993871,2026-03-01T12:43:13.871+00:00,1772368993845,best_bid_ask,0.58,592.0,0.59,23.84,no_change,,,,
1772368993871,2026-03-01T12:43:13.871+00:00,1772368993843,price_change,0.58,592.0,0.59,13.84,,,,,
1772368993872,2026-03-01T12:43:13.872+00:00,1772368993843,book,0.58,592.0,0.59,13.84,,,,,
1772368993872,2026-03-01T12:43:13.872+00:00,1772368993849,best_bid_ask,0.58,592.0,0.59,13.84,no_change,,,,
1772368993872,2026-03-01T12:43:13.872+00:00,1772368993847,price_change,0.58,592.0,0.59,3.84,,,,,
1772368993872,2026-03-01T12:43:13.872+00:00,1772368993847,price_change,0.58,592.0,0.59,3.84,,,,,
1772368993872,2026-03-01T12:43:13.872+00:00,1772368993847,book,0.58,592.0,0.59,3.84,,,,,
1772368993872,2026-03-01T12:43:13.872+00:00,1772368993853,best_bid_ask,0.58,592.0,0.59,3.84,no_change,,,,
1772368993872,2026-03-01T12:43:13.872+00:00,1772368993852,price_change,0.58,592.0,0.59,2.39,,,,,
1772368993872,2026-03-01T12:43:13.872+00:00,1772368993852,book,0.58,592.0,0.59,2.39,,,,,
1772368993903,2026-03-01T12:43:13.903+00:00,1772368993869,price_change,0.58,592.0,0.59,2.39,,,,,
1772368993904,2026-03-01T12:43:13.904+00:00,1772368993879,last_trade_price,0.58,592.0,0.59,2.39,,0.59,10.0,BUY,0x9935b6a6f6ebb758e05f3adba5d1a5071c4e671b317cc6013db1f786050c30aa
1772368993904,2026-03-01T12:43:13.904+00:00,1772368993891,price_change,0.58,592.0,0.59,2.39,,,,,
1772368993919,2026-03-01T12:43:13.919+00:00,1772368993895,best_bid_ask,0.58,592.0,0.6,399.84,ask_change,,,,
1772368993919,2026-03-01T12:43:13.919+00:00,1772368993894,price_change,0.58,592.0,0.6,399.84,,,,,
1772368993920,2026-03-01T12:43:13.920+00:00,1772368993894,book,0.58,592.0,0.6,399.84,,,,,
1772368993920,2026-03-01T12:43:13.920+00:00,1772368993895,price_change,0.58,592.0,0.6,399.84,,,,,
1772368993920,2026-03-01T12:43:13.920+00:00,1772368993887,last_trade_price,0.58,592.0,0.6,399.84,,0.59,11.0,BUY,0xdd40f9eda6aece0dc0c65883219b63cfbb6fe0d415fd292360d61b25748fd15d
1772368993920,2026-03-01T12:43:13.920+00:00,1772368993901,price_change,0.58,592.0,0.6,399.84,,,,,
1772368993920,2026-03-01T12:43:13.920+00:00,1772368993907,price_change,0.58,592.0,0.6,399.84,,,,,
1772368993920,2026-03-01T12:43:13.920+00:00,1772368993908,price_change,0.58,592.0,0.6,399.84,,,,,
1772368993932,2026-03-01T12:43:13.932+00:00,1772368993909,price_change,0.58,592.0,0.6,399.84,,,,,
1772368993932,2026-03-01T12:43:13.932+00:00,1772368993918,best_bid_ask,0.58,592.0,0.6,399.84,no_change,,,,
1772368993932,2026-03-01T12:43:13.932+00:00,1772368993916,price_change,0.58,592.0,0.6,396.85,,,,,
1772368993932,2026-03-01T12:43:13.932+00:00,1772368993916,book,0.58,592.0,0.6,396.85,,,,,
1772368993933,2026-03-01T12:43:13.933+00:00,1772368993920,price_change,0.58,592.0,0.6,396.85,,,,,
1772368993951,2026-03-01T12:43:13.951+00:00,1772368993923,price_change,0.58,592.0,0.6,361.13,,,,,
1772368993963,2026-03-01T12:43:13.963+00:00,1772368993937,price_change,0.58,592.0,0.6,361.13,,,,,
1772368993990,2026-03-01T12:43:13.990+00:00,1772368993957,price_change,0.58,592.0,0.6,361.13,,,,,
1772368993990,2026-03-01T12:43:13.990+00:00,1772368993957,last_trade_price,0.58,592.0,0.6,361.13,,0.6,2.983332,BUY,0xb5a91b15e5b001c4e8f8d4b56c213b96a9334f3d2f2149b6d87121a9eb08f146
1772368993990,2026-03-01T12:43:13.990+00:00,1772368993960,price_change,0.58,592.0,0.6,361.13,,,,,
1772368993990,2026-03-01T12:43:13.990+00:00,1772368993974,price_change,0.58,592.0,0.6,361.13,,,,,
1772368994021,2026-03-01T12:43:14.021+00:00,1772368993982,last_trade_price,0.58,592.0,0.6,361.13,,0.59,2.39,BUY,0x70607546cfcac3a54e9ece7e8b70b459896df234a79fb3cf100350624fa9f0e8
1772368994021,2026-03-01T12:43:14.021+00:00,1772368993997,price_change,0.58,592.0,0.6,361.13,,,,,
1772368994052,2026-03-01T12:43:14.052+00:00,1772368994026,best_bid_ask,0.58,592.0,0.6,361.13,no_change,,,,
1772368994052,2026-03-01T12:43:14.052+00:00,1772368994024,price_change,0.58,589.04,0.6,361.13,,,,,
1772368994053,2026-03-01T12:43:14.053+00:00,1772368994024,book,0.58,589.04,0.6,361.13,,,,,
1772368994053,2026-03-01T12:43:14.053+00:00,1772368994026,price_change,0.58,589.04,0.6,361.13,,,,,
1772368994053,2026-03-01T12:43:14.053+00:00,1772368994028,price_change,0.58,589.04,0.6,361.13,,,,,
1772368994053,2026-03-01T12:43:14.053+00:00,1772368994028,price_change,0.58,589.04,0.6,361.13,,,,,
1772368994053,2026-03-01T12:43:14.053+00:00,1772368994035,price_change,0.58,589.04,0.6,361.13,,,,,
1772368994119,2026-03-01T12:43:14.119+00:00,1772368994089,price_change,0.58,589.04,0.6,366.13,,,,,
1772368994340,2026-03-01T12:43:14.340+00:00,1772368994328,price_change,0.58,584.04,0.6,366.13,,,,,
1772368994344,2026-03-01T12:43:14.344+00:00,1772368994331,price_change,0.58,584.04,0.59,5.0,,,,,
1772368994344,2026-03-01T12:43:14.344+00:00,1772368994332,best_bid_ask,0.58,584.04,0.59,5.0,ask_change,,,,
1772368994344,2026-03-01T12:43:14.344+00:00,1772368994333,price_change,0.58,584.04,0.59,5.0,,,,,
1772368994351,2026-03-01T12:43:14.351+00:00,1772368994340,price_change,0.58,584.04,0.59,5.0,,,,,
1772368994367,2026-03-01T12:43:14.367+00:00,1772368994356,price_change,0.58,584.04,0.59,5.0,,,,,
1772368994368,2026-03-01T12:43:14.368+00:00,1772368994357,price_change,0.58,584.04,0.59,5.0,,,,,
1772368994369,2026-03-01T12:43:14.369+00:00,1772368994358,price_change,0.58,584.04,0.59,5.0,,,,,
1772368994371,2026-03-01T12:43:14.371+00:00,1772368994360,price_change,0.58,584.04,0.59,5.0,,,,,
1772368994374,2026-03-01T12:43:14.374+00:00,1772368994363,price_change,0.58,584.04,0.59,5.0,,,,,
1772368994375,2026-03-01T12:43:14.375+00:00,1772368994364,price_change,0.58,584.04,0.59,5.0,,,,,
1772368994377,2026-03-01T12:43:14.377+00:00,1772368994366,price_change,0.58,584.04,0.59,5.0,,,,,
1772368994385,2026-03-01T12:43:14.385+00:00,1772368994375,price_change,0.58,584.04,0.59,10.0,,,,,
1772368994404,2026-03-01T12:43:14.404+00:00,1772368994392,price_change,0.58,584.04,0.59,10.0,,,,,
1772368994501,2026-03-01T12:43:14.501+00:00,1772368994490,price_change,0.58,584.04,0.59,10.0,,,,,
1772368994505,2026-03-01T12:43:14.505+00:00,1772368994495,price_change,0.58,584.04,0.59,10.0,,,,,
1772368994561,2026-03-01T12:43:14.561+00:00,1772368994550,price_change,0.58,584.04,0.59,10.0,,,,,
1772368994568,2026-03-01T12:43:14.568+00:00,1772368994556,price_change,0.58,619.78,0.59,10.0,,,,,
1772368994634,2026-03-01T12:43:14.634+00:00,1772368994624,best_bid_ask,0.58,619.78,0.59,10.0,no_change,,,,
1772368994635,2026-03-01T12:43:14.635+00:00,1772368994623,price_change,0.58,619.78,0.59,6.0,,,,,
1772368994635,2026-03-01T12:43:14.635+00:00,1772368994623,book,0.58,619.78,0.59,6.0,,,,,
1772368994663,2026-03-01T12:43:14.663+00:00,1772368994653,price_change,0.58,619.78,0.59,6.0,,,,,
1772368994663,2026-03-01T12:43:14.663+00:00,1772368994652,last_trade_price,0.58,619.78,0.59,6.0,,0.59,4.0,BUY,0x4a91db6e82c5faaee56994efe4cdf4fa1bb78fa0a649dacf241b532dd1771124
1772368994678,2026-03-01T12:43:14.678+00:00,1772368994667,price_change,0.58,619.78,0.59,6.0,,,,,
1772368994680,2026-03-01T12:43:14.680+00:00,1772368994670,price_change,0.58,584.04,0.59,6.0,,,,,
1772368994689,2026-03-01T12:43:14.689+00:00,1772368994679,price_change,0.58,584.04,0.59,6.0,,,,,
1772368994812,2026-03-01T12:43:14.812+00:00,1772368994801,best_bid_ask,0.58,584.04,0.6,396.85,ask_change,,,,
1772368994812,2026-03-01T12:43:14.812+00:00,1772368994800,price_change,0.58,584.04,0.6,387.68,,,,,
1772368994812,2026-03-01T12:43:14.812+00:00,1772368994800,price_change,0.58,584.04,0.6,387.68,,,,,
1772368994814,2026-03-01T12:43:14.814+00:00,1772368994800,book,0.58,584.04,0.6,387.68,,,,,
1772368994839,2026-03-01T12:43:14.839+00:00,1772368994826,price_change,0.58,584.04,0.6,387.68,,,,,
1772368994839,2026-03-01T12:43:14.839+00:00,1772368994827,price_change,0.58,619.78,0.6,387.68,,,,,
1772368994839,2026-03-01T12:43:14.839+00:00,1772368994827,price_change,0.58,619.78,0.6,351.96,,,,,
1772368994839,2026-03-01T12:43:14.839+00:00,1772368994828,price_change,0.58,619.78,0.6,351.96,,,,,
1772368994839,2026-03-01T12:43:14.839+00:00,1772368994829,price_change,0.58,619.78,0.6,351.96,,,,,
1772368994839,2026-03-01T12:43:14.839+00:00,1772368994829,price_change,0.58,619.78,0.6,351.96,,,,,
1772368994845,2026-03-01T12:43:14.845+00:00,1772368994830,price_change,0.58,619.78,0.6,351.96,,,,,
1772368994845,2026-03-01T12:43:14.845+00:00,1772368994833,price_change,0.58,619.78,0.6,351.96,,,,,
1772368994848,2026-03-01T12:43:14.848+00:00,1772368994836,last_trade_price,0.58,619.78,0.6,351.96,,0.6,15.166665,BUY,0x063ef37c5c00b14f190db888d03051cefb05e5b1b6f2a0db285909cf0105f85b
1772368994854,2026-03-01T12:43:14.854+00:00,1772368994844,price_change,0.58,619.78,0.6,356.96,,,,,
1772368994878,2026-03-01T12:43:14.878+00:00,1772368994866,price_change,0.58,619.78,0.6,356.96,,,,,
1772368994962,2026-03-01T12:43:14.962+00:00,1772368994951,price_change,0.58,584.04,0.6,356.96,,,,,
1772368994963,2026-03-01T12:43:14.963+00:00,1772368994952,price_change,0.58,584.04,0.6,356.96,,,,,
1772368994964,2026-03-01T12:43:14.964+00:00,1772368994953,price_change,0.58,584.04,0.59,49.58,,,,,
1772368994964,2026-03-01T12:43:14.964+00:00,1772368994953,best_bid_ask,0.58,584.04,0.59,49.58,ask_change,,,,
1772368994966,2026-03-01T12:43:14.966+00:00,1772368994955,price_change,0.58,584.04,0.59,49.58,,,,,
1772368994992,2026-03-01T12:43:14.992+00:00,1772368994981,price_change,0.58,584.04,0.59,49.58,,,,,
1772368994992,2026-03-01T12:43:14.992+00:00,1772368994981,price_change,0.58,584.04,0.59,49.58,,,,,
1772368994992,2026-03-01T12:43:14.992+00:00,1772368994982,price_change,0.58,584.04,0.59,49.58,,,,,
1772368994997,2026-03-01T12:43:14.997+00:00,1772368994986,price_change,0.58,584.04,0.59,49.58,,,,,
1772368995009,2026-03-01T12:43:15.009+00:00,1772368994999,price_change,0.58,584.04,0.59,54.58,,,,,
1772368995018,2026-03-01T12:43:15.018+00:00,1772368995000,price_change,0.58,584.04,0.59,54.58,,,,,
1772368995018,2026-03-01T12:43:15.018+00:00,1772368995002,price_change,0.58,584.04,0.59,54.58,,,,,
1772368995030,2026-03-01T12:43:15.030+00:00,1772368995018,price_change,0.58,584.04,0.59,54.58,,,,,
1772368995039,2026-03-01T12:43:15.039+00:00,1772368995029,price_change,0.58,584.04,0.59,59.58,,,,,
1772368995050,2026-03-01T12:43:15.050+00:00,1772368995040,price_change,0.58,599.62,0.59,59.58,,,,,
1772368995089,2026-03-01T12:43:15.089+00:00,1772368995078,price_change,0.58,615.22,0.59,59.58,,,,,
1772368995128,2026-03-01T12:43:15.128+00:00,1772368995117,price_change,0.58,615.22,0.59,59.58,,,,,
1772368995130,2026-03-01T12:43:15.130+00:00,1772368995119,price_change,0.58,615.22,0.59,59.58,,,,,
1772368995130,2026-03-01T12:43:15.130+00:00,1772368995119,price_change,0.58,615.22,0.59,59.58,,,,,
1772368995136,2026-03-01T12:43:15.136+00:00,1772368995125,price_change,0.58,615.22,0.59,59.58,,,,,
1772368995170,2026-03-01T12:43:15.170+00:00,1772368995159,price_change,0.58,615.22,0.59,59.58,,,,,
1772368995175,2026-03-01T12:43:15.175+00:00,1772368995164,price_change,0.58,599.64,0.59,59.58,,,,,
1772368995200,2026-03-01T12:43:15.200+00:00,1772368995190,price_change,0.58,584.04,0.59,59.58,,,,,
1772368995214,2026-03-01T12:43:15.214+00:00,1772368995197,price_change,0.58,584.04,0.59,59.58,,,,,
1772368995261,2026-03-01T12:43:15.261+00:00,1772368995250,price_change,0.58,584.04,0.59,10.0,,,,,
1772368995261,2026-03-01T12:43:15.261+00:00,1772368995250,price_change,0.58,584.04,0.59,10.0,,,,,
1772368995262,2026-03-01T12:43:15.262+00:00,1772368995252,price_change,0.58,584.04,0.59,10.0,,,,,
1772368995262,2026-03-01T12:43:15.262+00:00,1772368995252,price_change,0.58,584.04,0.59,10.0,,,,,
1772368995407,2026-03-01T12:43:15.407+00:00,1772368995396,price_change,0.58,584.04,0.59,10.0,,,,,
1772368995407,2026-03-01T12:43:15.407+00:00,1772368995396,price_change,0.58,584.04,0.59,10.0,,,,,
1772368995409,2026-03-01T12:43:15.409+00:00,1772368995398,price_change,0.58,584.04,0.59,10.0,,,,,
1772368995413,2026-03-01T12:43:15.413+00:00,1772368995402,price_change,0.58,584.04,0.59,10.0,,,,,
1772368995421,2026-03-01T12:43:15.421+00:00,1772368995410,price_change,0.58,584.04,0.59,10.0,,,,,
1772368995422,2026-03-01T12:43:15.422+00:00,1772368995412,price_change,0.58,584.04,0.59,10.0,,,,,
1772368995579,2026-03-01T12:43:15.579+00:00,1772368995569,price_change,0.58,584.04,0.59,10.0,,,,,
1772368995592,2026-03-01T12:43:15.592+00:00,1772368995580,price_change,0.58,584.04,0.59,10.0,,,,,
1772368995702,2026-03-01T12:43:15.702+00:00,1772368995693,best_bid_ask,0.58,584.04,0.59,10.0,no_change,,,,
1772368995703,2026-03-01T12:43:15.703+00:00,1772368995691,price_change,0.58,276.7,0.59,10.0,,,,,
1772368995703,2026-03-01T12:43:15.703+00:00,1772368995691,price_change,0.58,276.7,0.59,10.0,,,,,
1772368995704,2026-03-01T12:43:15.704+00:00,1772368995691,book,0.58,276.7,0.59,10.0,,,,,
1772368995705,2026-03-01T12:43:15.705+00:00,1772368995693,price_change,0.58,276.7,0.59,10.0,,,,,
1772368995709,2026-03-01T12:43:15.709+00:00,1772368995699,price_change,0.58,276.7,0.59,10.0,,,,,
1772368995752,2026-03-01T12:43:15.752+00:00,1772368995732,last_trade_price,0.58,276.7,0.59,10.0,,0.58,307.34,SELL,0x7ee83f1036f91278c546f094dc63b48556f07d299866da60bf311ac18f97e3b5
1772368995770,2026-03-01T12:43:15.770+00:00,1772368995759,price_change,0.58,276.7,0.59,10.0,,,,,
1772368995770,2026-03-01T12:43:15.770+00:00,1772368995760,price_change,0.58,321.7,0.59,10.0,,,,,
1772368995773,2026-03-01T12:43:15.773+00:00,1772368995762,price_change,0.58,321.7,0.59,10.0,,,,,
1772368995778,2026-03-01T12:43:15.778+00:00,1772368995768,price_change,0.58,321.7,0.59,50.0,,,,,
1772368995784,2026-03-01T12:43:15.784+00:00,1772368995774,price_change,0.58,341.7,0.59,50.0,,,,,
1772368995840,2026-03-01T12:43:15.840+00:00,1772368995825,price_change,0.58,341.7,0.59,50.0,,,,,
1772368995877,2026-03-01T12:43:15.877+00:00,1772368995866,price_change,0.58,341.7,0.59,50.0,,,,,
1772368995882,2026-03-01T12:43:15.882+00:00,1772368995872,price_change,0.58,341.7,0.59,50.0,,,,,
1772368995906,2026-03-01T12:43:15.906+00:00,1772368995896,price_change,0.58,341.7,0.59,50.0,,,,,
1772368995908,2026-03-01T12:43:15.908+00:00,1772368995898,price_change,0.58,341.7,0.59,50.0,,,,,
1772368995911,2026-03-01T12:43:15.911+00:00,1772368995900,price_change,0.58,341.7,0.59,50.0,,,,,
1772368995912,2026-03-01T12:43:15.912+00:00,1772368995902,price_change,0.58,341.7,0.59,50.0,,,,,
1772368995954,2026-03-01T12:43:15.954+00:00,1772368995943,price_change,0.58,341.7,0.59,50.0,,,,,
1772368995955,2026-03-01T12:43:15.955+00:00,1772368995943,price_change,0.58,341.7,0.59,50.0,,,,,
1772368995955,2026-03-01T12:43:15.955+00:00,1772368995943,price_change,0.58,341.7,0.59,45.0,,,,,
1772368996017,2026-03-01T12:43:16.017+00:00,1772368996005,price_change,0.58,341.7,0.59,45.0,,,,,
1772368996098,2026-03-01T12:43:16.098+00:00,1772368996085,price_change,0.58,346.9,0.59,45.0,,,,,
1772368996113,2026-03-01T12:43:16.113+00:00,1772368996102,price_change,0.58,346.9,0.59,45.0,,,,,
1772368996170,2026-03-01T12:43:16.170+00:00,1772368996159,price_change,0.58,346.9,0.59,45.0,,,,,
1772368996190,2026-03-01T12:43:16.190+00:00,1772368996179,price_change,0.58,346.9,0.59,45.0,,,,,
1772368996195,2026-03-01T12:43:16.195+00:00,1772368996184,price_change,0.58,346.9,0.59,45.0,,,,,
1772368996215,2026-03-01T12:43:16.215+00:00,1772368996204,price_change,0.58,346.9,0.59,45.0,,,,,
1772368996222,2026-03-01T12:43:16.222+00:00,1772368996211,price_change,0.58,346.9,0.59,45.0,,,,,
1772368996223,2026-03-01T12:43:16.223+00:00,1772368996212,price_change,0.58,410.17,0.59,45.0,,,,,
1772368996255,2026-03-01T12:43:16.255+00:00,1772368996243,price_change,0.58,404.97,0.59,45.0,,,,,
1772368996314,2026-03-01T12:43:16.314+00:00,1772368996303,price_change,0.58,404.97,0.59,45.0,,,,,
1772368996314,2026-03-01T12:43:16.314+00:00,1772368996304,price_change,0.58,404.97,0.59,45.0,,,,,
1772368996366,2026-03-01T12:43:16.366+00:00,1772368996356,best_bid_ask,0.58,404.97,0.59,45.0,no_change,,,,
1772368996368,2026-03-01T12:43:16.368+00:00,1772368996355,price_change,0.58,387.97,0.59,45.0,,,,,
1772368996368,2026-03-01T12:43:16.368+00:00,1772368996355,book,0.58,387.97,0.59,45.0,,,,,
1772368996423,2026-03-01T12:43:16.423+00:00,1772368996402,price_change,0.58,387.97,0.59,45.0,,,,,
1772368996423,2026-03-01T12:43:16.423+00:00,1772368996403,price_change,0.58,387.97,0.59,45.0,,,,,
1772368996423,2026-03-01T12:43:16.423+00:00,1772368996404,price_change,0.58,387.97,0.59,45.0,,,,,
1772368996437,2026-03-01T12:43:16.437+00:00,1772368996421,best_bid_ask,0.58,387.97,0.59,45.0,no_change,,,,
1772368996437,2026-03-01T12:43:16.437+00:00,1772368996420,price_change,0.58,387.97,0.59,42.62,,,,,
1772368996438,2026-03-01T12:43:16.438+00:00,1772368996420,book,0.58,387.97,0.59,42.62,,,,,
1772368996444,2026-03-01T12:43:16.444+00:00,1772368996429,price_change,0.58,324.7,0.59,42.62,,,,,
1772368996444,2026-03-01T12:43:16.444+00:00,1772368996432,price_change,0.58,391.76,0.59,42.62,,,,,
1772368996463,2026-03-01T12:43:16.463+00:00,1772368996451,last_trade_price,0.58,391.76,0.59,42.62,,0.59,2.37288,BUY,0xeafd2902559ec957fdcb677e46bfd1c2d90665d4a9a1128caf8f8df6b33c1b48
1772368996563,2026-03-01T12:43:16.563+00:00,1772368996550,price_change,0.58,324.7,0.59,42.62,,,,,
1772368996564,2026-03-01T12:43:16.564+00:00,1772368996551,price_change,0.58,367.66,0.59,42.62,,,,,
1772368996637,2026-03-01T12:43:16.637+00:00,1772368996618,price_change,0.58,367.66,0.59,42.62,,,,,
1772368996713,2026-03-01T12:43:16.713+00:00,1772368996702,price_change,0.58,367.66,0.59,62.62,,,,,
1772368996746,2026-03-01T12:43:16.746+00:00,1772368996735,price_change,0.58,367.66,0.59,67.62,,,,,
1772368996804,2026-03-01T12:43:16.804+00:00,1772368996794,best_bid_ask,0.58,367.66,0.59,67.62,no_change,,,,
1772368996804,2026-03-01T12:43:16.804+00:00,1772368996792,price_change,0.58,367.66,0.59,67.38,,,,,
1772368996805,2026-03-01T12:43:16.805+00:00,1772368996792,book,0.58,367.66,0.59,67.38,,,,,
1772368996807,2026-03-01T12:43:16.807+00:00,1772368996794,price_change,0.58,367.66,0.59,67.38,,,,,
1772368996836,2026-03-01T12:43:16.836+00:00,1772368996823,price_change,0.58,367.66,0.59,67.38,,,,,
1772368996837,2026-03-01T12:43:16.837+00:00,1772368996827,price_change,0.58,367.66,0.59,67.38,,,,,
1772368996853,2026-03-01T12:43:16.853+00:00,1772368996842,price_change,0.58,372.86,0.59,67.38,,,,,
1772368996875,2026-03-01T12:43:16.875+00:00,1772368996864,price_change,0.58,372.86,0.59,67.38,,,,,
1772368996875,2026-03-01T12:43:16.875+00:00,1772368996865,price_change,0.58,372.86,0.59,67.38,,,,,
1772368996890,2026-03-01T12:43:16.890+00:00,1772368996876,price_change,0.58,367.66,0.59,67.38,,,,,
1772368996900,2026-03-01T12:43:16.900+00:00,1772368996885,price_change,0.58,367.66,0.59,67.38,,,,,
1772368996909,2026-03-01T12:43:16.909+00:00,1772368996898,price_change,0.58,367.66,0.59,67.38,,,,,
1772368996909,2026-03-01T12:43:16.909+00:00,1772368996899,price_change,0.58,324.7,0.59,67.38,,,,,
1772368996909,2026-03-01T12:43:16.909+00:00,1772368996899,price_change,0.58,324.7,0.59,67.38,,,,,
1772368996910,2026-03-01T12:43:16.910+00:00,1772368996900,price_change,0.58,360.42,0.59,67.38,,,,,
1772368996936,2026-03-01T12:43:16.936+00:00,1772368996926,price_change,0.58,360.42,0.59,67.38,,,,,
1772368996940,2026-03-01T12:43:16.940+00:00,1772368996929,price_change,0.58,360.42,0.59,107.38,,,,,
1772368996943,2026-03-01T12:43:16.943+00:00,1772368996932,price_change,0.58,360.42,0.59,107.38,,,,,
1772368996945,2026-03-01T12:43:16.945+00:00,1772368996934,price_change,0.58,360.42,0.59,107.38,,,,,
1772368997044,2026-03-01T12:43:17.044+00:00,1772368997033,price_change,0.58,360.42,0.59,107.38,,,,,
1772368997054,2026-03-01T12:43:17.054+00:00,1772368997044,price_change,0.58,360.42,0.59,107.38,,,,,
1772368997071,2026-03-01T12:43:17.071+00:00,1772368997056,price_change,0.58,360.42,0.59,107.38,,,,,
1772368997111,2026-03-01T12:43:17.111+00:00,1772368997100,price_change,0.58,360.42,0.59,107.38,,,,,
1772368997147,2026-03-01T12:43:17.147+00:00,1772368997136,price_change,0.58,360.42,0.59,107.38,,,,,
1772368997152,2026-03-01T12:43:17.152+00:00,1772368997137,price_change,0.58,360.42,0.59,107.38,,,,,
1772368997161,2026-03-01T12:43:17.161+00:00,1772368997145,price_change,0.58,481.42,0.59,107.38,,,,,
1772368997161,2026-03-01T12:43:17.161+00:00,1772368997147,price_change,0.58,481.42,0.59,107.38,,,,,
1772368997187,2026-03-01T12:43:17.187+00:00,1772368997177,price_change,0.58,481.42,0.59,107.38,,,,,
1772368997195,2026-03-01T12:43:17.195+00:00,1772368997185,best_bid_ask,0.58,481.42,0.59,107.38,no_change,,,,
1772368997196,2026-03-01T12:43:17.196+00:00,1772368997184,price_change,0.58,464.42,0.59,107.38,,,,,
1772368997197,2026-03-01T12:43:17.197+00:00,1772368997184,book,0.58,464.42,0.59,107.38,,,,,
1772368997210,2026-03-01T12:43:17.210+00:00,1772368997200,price_change,0.58,428.7,0.59,107.38,,,,,
1772368997214,2026-03-01T12:43:17.214+00:00,1772368997203,price_change,0.58,465.78,0.59,107.38,,,,,
1772368997342,2026-03-01T12:43:17.342+00:00,1772368997328,price_change,0.58,465.78,0.59,107.38,,,,,
1772368997413,2026-03-01T12:43:17.413+00:00,1772368997401,price_change,0.58,428.7,0.59,107.38,,,,,
1772368997415,2026-03-01T12:43:17.415+00:00,1772368997402,price_change,0.58,428.7,0.59,107.38,,,,,
1772368997441,2026-03-01T12:43:17.441+00:00,1772368997428,price_change,0.58,428.7,0.59,107.38,,,,,
1772368997663,2026-03-01T12:43:17.663+00:00,1772368997651,price_change,0.58,428.7,0.59,107.38,,,,,
1772368997663,2026-03-01T12:43:17.663+00:00,1772368997652,price_change,0.58,428.7,0.59,107.38,,,,,
1772368997700,2026-03-01T12:43:17.700+00:00,1772368997690,price_change,0.58,428.7,0.59,145.52,,,,,
1772368997779,2026-03-01T12:43:17.779+00:00,1772368997768,price_change,0.58,428.7,0.59,145.52,,,,,
1772368997829,2026-03-01T12:43:17.829+00:00,1772368997817,price_change,0.58,428.7,0.59,145.52,,,,,
1772368997901,2026-03-01T12:43:17.901+00:00,1772368997889,price_change,0.58,428.7,0.59,145.52,,,,,
1772368997902,2026-03-01T12:43:17.902+00:00,1772368997892,price_change,0.58,428.7,0.59,107.38,,,,,
1772368997903,2026-03-01T12:43:17.903+00:00,1772368997893,price_change,0.58,428.7,0.59,107.38,,,,,
1772368997917,2026-03-01T12:43:17.917+00:00,1772368997907,price_change,0.58,428.7,0.59,107.38,,,,,
1772368998010,2026-03-01T12:43:18.010+00:00,1772368997999,price_change,0.58,428.7,0.59,107.38,,,,,
1772368998018,2026-03-01T12:43:18.018+00:00,1772368998008,price_change,0.58,428.7,0.59,107.38,,,,,
1772368998019,2026-03-01T12:43:18.019+00:00,1772368998009,price_change,0.58,428.7,0.59,107.38,,,,,
1772368998022,2026-03-01T12:43:18.022+00:00,1772368998012,price_change,0.58,428.7,0.59,107.38,,,,,
1772368998042,2026-03-01T12:43:18.042+00:00,1772368998031,price_change,0.58,428.7,0.59,107.38,,,,,
1772368998046,2026-03-01T12:43:18.046+00:00,1772368998036,price_change,0.58,428.7,0.59,107.38,,,,,
1772368998083,2026-03-01T12:43:18.083+00:00,1772368998069,price_change,0.58,428.7,0.59,107.38,,,,,
1772368998083,2026-03-01T12:43:18.083+00:00,1772368998070,price_change,0.58,428.7,0.59,107.38,,,,,
1772368998221,2026-03-01T12:43:18.221+00:00,1772368998201,price_change,0.58,428.7,0.59,107.38,,,,,
1772368998221,2026-03-01T12:43:18.221+00:00,1772368998203,price_change,0.58,428.7,0.59,107.38,,,,,
1772368998247,2026-03-01T12:43:18.247+00:00,1772368998229,price_change,0.58,428.7,0.59,107.38,,,,,
1772368998247,2026-03-01T12:43:18.247+00:00,1772368998232,price_change,0.58,464.44,0.59,107.38,,,,,
1772368998385,2026-03-01T12:43:18.385+00:00,1772368998371,price_change,0.58,428.7,0.59,107.38,,,,,
1772368998385,2026-03-01T12:43:18.385+00:00,1772368998373,price_change,0.58,428.7,0.59,107.38,,,,,
1772368998386,2026-03-01T12:43:18.386+00:00,1772368998376,price_change,0.58,428.7,0.59,107.38,,,,,
1772368998405,2026-03-01T12:43:18.405+00:00,1772368998378,price_change,0.58,428.7,0.59,107.38,,,,,
1772368998486,2026-03-01T12:43:18.486+00:00,1772368998471,price_change,0.58,428.7,0.59,107.38,,,,,
1772368998500,2026-03-01T12:43:18.500+00:00,1772368998490,price_change,0.58,428.7,0.59,107.38,,,,,
1772368998502,2026-03-01T12:43:18.502+00:00,1772368998492,price_change,0.58,428.7,0.59,107.38,,,,,
